timestamp,n_taxis
2014-07-02T04:00:00Z,2570
2014-07-02T04:30:00Z,2485
2014-07-02T05:00:00Z,2868
2014-07-02T05:30:00Z,4482
2014-07-02T06:00:00Z,6788
2014-07-02T06:30:00Z,11078
2014-07-02T07:00:00Z,13729
2014-07-02T07:30:00Z,16700
2014-07-02T08:00:00Z,19156
2014-07-02T08:30:00Z,19953
2014-07-02T09:00:00Z,19502
2014-07-02T09:30:00Z,18994
2014-07-02T10:00:00Z,17311
2014-07-02T10:30:00Z,17904
2014-07-02T11:00:00Z,17133
2014-07-02T11:30:00Z,18589
2014-07-02T12:00:00Z,19134
2014-07-02T12:30:00Z,19259
2014-07-02T13:00:00Z,18667
2014-07-02T13:30:00Z,19078
2014-07-02T14:00:00Z,18546
2014-07-02T14:30:00Z,18593
2014-07-02T15:00:00Z,17967
2014-07-02T15:30:00Z,16624
2014-07-02T16:00:00Z,14634
2014-07-02T16:30:00Z,13888
2014-07-02T17:00:00Z,17430
2014-07-02T17:30:00Z,21919
2014-07-02T18:00:00Z,23633
2014-07-02T18:30:00Z,24512
2014-07-02T19:00:00Z,24887
2014-07-02T19:30:00Z,26872
2014-07-02T20:00:00Z,22009
2014-07-02T20:30:00Z,18259
2014-07-02T21:00:00Z,20844
2014-07-02T21:30:00Z,22576
2014-07-02T22:00:00Z,22401
2014-07-02T22:30:00Z,19056
2014-07-02T23:00:00Z,17518
2014-07-02T23:30:00Z,15307
2014-07-03T00:00:00Z,12646
2014-07-03T00:30:00Z,10562
2014-07-03T01:00:00Z,8416
2014-07-03T01:30:00Z,7098
2014-07-03T02:00:00Z,5826
2014-07-03T02:30:00Z,4383
2014-07-03T03:00:00Z,3270
2014-07-03T03:30:00Z,2948
2014-07-03T04:00:00Z,3146
2014-07-03T04:30:00Z,3077
2014-07-03T05:00:00Z,3000
2014-07-03T05:30:00Z,4592
2014-07-03T06:00:00Z,6486
2014-07-03T06:30:00Z,10113
2014-07-03T07:00:00Z,12240
2014-07-03T07:30:00Z,14574
2014-07-03T08:00:00Z,16778
2014-07-03T08:30:00Z,18910
2014-07-03T09:00:00Z,18350
2014-07-03T09:30:00Z,17218
2014-07-03T10:00:00Z,16097
2014-07-03T10:30:00Z,16409
2014-07-03T11:00:00Z,15893
2014-07-03T11:30:00Z,16778
2014-07-03T12:00:00Z,17604
2014-07-03T12:30:00Z,18665
2014-07-03T13:00:00Z,19045
2014-07-03T13:30:00Z,19261
2014-07-03T14:00:00Z,19363
2014-07-03T14:30:00Z,19078
2014-07-03T15:00:00Z,18193
2014-07-03T15:30:00Z,16635
2014-07-03T16:00:00Z,14615
2014-07-03T16:30:00Z,13759
2014-07-03T17:00:00Z,17008
2014-07-03T17:30:00Z,19595
2014-07-03T18:00:00Z,21328
2014-07-03T18:30:00Z,22661
2014-07-03T19:00:00Z,29985
2014-07-03T19:30:00Z,21501
2014-07-03T20:00:00Z,22684
2014-07-03T20:30:00Z,22188
2014-07-03T21:00:00Z,22663
2014-07-03T21:30:00Z,19573
2014-07-03T22:00:00Z,17136
2014-07-03T22:30:00Z,16606
2014-07-03T23:00:00Z,16166
2014-07-03T23:30:00Z,16020
2014-07-04T00:00:00Z,15591
2014-07-04T00:30:00Z,14395
2014-07-04T01:00:00Z,12535
2014-07-04T01:30:00Z,11341
2014-07-04T02:00:00Z,9980
2014-07-04T02:30:00Z,8404
2014-07-04T03:00:00Z,7200
2014-07-04T03:30:00Z,6578
2014-07-04T04:00:00Z,5657
2014-07-04T04:30:00Z,4474
2014-07-04T05:00:00Z,3459
2014-07-04T05:30:00Z,3276
2014-07-04T06:00:00Z,3595
2014-07-04T06:30:00Z,4240
2014-07-04T07:00:00Z,4828
2014-07-04T07:30:00Z,4926
2014-07-04T08:00:00Z,5165
2014-07-04T08:30:00Z,5776
2014-07-04T09:00:00Z,7338
2014-07-04T09:30:00Z,7839
2014-07-04T10:00:00Z,8623
2014-07-04T10:30:00Z,9731
2014-07-04T11:00:00Z,11024
2014-07-04T11:30:00Z,13231
2014-07-04T12:00:00Z,13613
2014-07-04T12:30:00Z,13737
2014-07-04T13:00:00Z,15574
2014-07-04T13:30:00Z,14226
2014-07-04T14:00:00Z,18480
2014-07-04T14:30:00Z,18265
2014-07-04T15:00:00Z,16575
2014-07-04T15:30:00Z,16417
2014-07-04T16:00:00Z,14703
2014-07-04T16:30:00Z,13469
2014-07-04T17:00:00Z,12105
2014-07-04T17:30:00Z,11676
2014-07-04T18:00:00Z,15487
2014-07-04T18:30:00Z,15077
2014-07-04T19:00:00Z,14999
2014-07-04T19:30:00Z,14487
2014-07-04T20:00:00Z,14415
2014-07-04T20:30:00Z,13796
2014-07-04T21:00:00Z,14036
2014-07-04T21:30:00Z,14021
2014-07-04T22:00:00Z,15593
2014-07-04T22:30:00Z,16589
2014-07-04T23:00:00Z,17984
2014-07-04T23:30:00Z,18035
2014-07-05T00:00:00Z,17576
2014-07-05T00:30:00Z,16189
2014-07-05T01:00:00Z,14441
2014-07-05T01:30:00Z,12535
2014-07-05T02:00:00Z,11006
2014-07-05T02:30:00Z,9151
2014-07-05T03:00:00Z,8010
2014-07-05T03:30:00Z,7096
2014-07-05T04:00:00Z,6407
2014-07-05T04:30:00Z,4421
2014-07-05T05:00:00Z,3126
2014-07-05T05:30:00Z,2514
2014-07-05T06:00:00Z,2550
2014-07-05T06:30:00Z,3148
2014-07-05T07:00:00Z,3658
2014-07-05T07:30:00Z,4345
2014-07-05T08:00:00Z,4682
2014-07-05T08:30:00Z,6248
2014-07-05T09:00:00Z,7454
2014-07-05T09:30:00Z,9010
2014-07-05T10:00:00Z,10280
2014-07-05T10:30:00Z,11488
2014-07-05T11:00:00Z,11595
2014-07-05T11:30:00Z,13098
2014-07-05T12:00:00Z,12623
2014-07-05T12:30:00Z,13031
2014-07-05T13:00:00Z,13263
2014-07-05T13:30:00Z,13349
2014-07-05T14:00:00Z,13822
2014-07-05T14:30:00Z,13716
2014-07-05T15:00:00Z,13919
2014-07-05T15:30:00Z,14203
2014-07-05T16:00:00Z,13179
2014-07-05T16:30:00Z,13708
2014-07-05T17:00:00Z,13897
2014-07-05T17:30:00Z,14740
2014-07-05T18:00:00Z,14575
2014-07-05T18:30:00Z,16085
2014-07-05T19:00:00Z,18182
2014-07-05T19:30:00Z,16861
2014-07-05T20:00:00Z,14140
2014-07-05T20:30:00Z,14477
2014-07-05T21:00:00Z,15293
2014-07-05T21:30:00Z,15457
2014-07-05T22:00:00Z,16048
2014-07-05T22:30:00Z,17477
2014-07-05T23:00:00Z,16391
2014-07-05T23:30:00Z,17006
2014-07-06T00:00:00Z,15427
2014-07-06T00:30:00Z,14615
2014-07-06T01:00:00Z,13124
2014-07-06T01:30:00Z,12222
2014-07-06T02:00:00Z,11134
2014-07-06T02:30:00Z,9145
2014-07-06T03:00:00Z,8624
2014-07-06T03:30:00Z,7885
2014-07-06T04:00:00Z,7167
2014-07-06T04:30:00Z,4805
2014-07-06T05:00:00Z,3103
2014-07-06T05:30:00Z,2671
2014-07-06T06:00:00Z,2510
2014-07-06T06:30:00Z,2917
2014-07-06T07:00:00Z,3189
2014-07-06T07:30:00Z,4107
2014-07-06T08:00:00Z,4122
2014-07-06T08:30:00Z,5654
2014-07-06T09:00:00Z,6360
2014-07-06T09:30:00Z,8406
2014-07-06T10:00:00Z,9372
2014-07-06T10:30:00Z,11067
2014-07-06T11:00:00Z,11595
2014-07-06T11:30:00Z,12909
2014-07-06T12:00:00Z,13715
2014-07-06T12:30:00Z,13648
2014-07-06T13:00:00Z,14296
2014-07-06T13:30:00Z,14798
2014-07-06T14:00:00Z,15473
2014-07-06T14:30:00Z,16032
2014-07-06T15:00:00Z,14661
2014-07-06T15:30:00Z,14836
2014-07-06T16:00:00Z,13700
2014-07-06T16:30:00Z,14565
2014-07-06T17:00:00Z,15392
2014-07-06T17:30:00Z,16866
2014-07-06T18:00:00Z,16893
2014-07-06T18:30:00Z,16877
2014-07-06T19:00:00Z,17025
2014-07-06T19:30:00Z,15884
2014-07-06T20:00:00Z,14487
2014-07-06T20:30:00Z,14159
2014-07-06T21:00:00Z,16135
2014-07-06T21:30:00Z,16165
2014-07-06T22:00:00Z,14025
2014-07-06T22:30:00Z,13970
2014-07-06T23:00:00Z,13198
2014-07-06T23:30:00Z,11355
2014-07-07T00:00:00Z,8675
2014-07-07T00:30:00Z,7180
2014-07-07T01:00:00Z,5178
2014-07-07T01:30:00Z,3658
2014-07-07T02:00:00Z,3181
2014-07-07T02:30:00Z,2402
2014-07-07T03:00:00Z,1944
2014-07-07T03:30:00Z,1877
2014-07-07T04:00:00Z,2257
2014-07-07T04:30:00Z,2280
2014-07-07T05:00:00Z,2575
2014-07-07T05:30:00Z,4174
2014-07-07T06:00:00Z,6346
2014-07-07T06:30:00Z,10594
2014-07-07T07:00:00Z,12632
2014-07-07T07:30:00Z,14893
2014-07-07T08:00:00Z,16470
2014-07-07T08:30:00Z,18998
2014-07-07T09:00:00Z,17792
2014-07-07T09:30:00Z,16396
2014-07-07T10:00:00Z,14128
2014-07-07T10:30:00Z,14161
2014-07-07T11:00:00Z,14154
2014-07-07T11:30:00Z,15074
2014-07-07T12:00:00Z,15188
2014-07-07T12:30:00Z,15483
2014-07-07T13:00:00Z,15338
2014-07-07T13:30:00Z,16242
2014-07-07T14:00:00Z,16579
2014-07-07T14:30:00Z,16885
2014-07-07T15:00:00Z,16824
2014-07-07T15:30:00Z,16238
2014-07-07T16:00:00Z,15702
2014-07-07T16:30:00Z,15132
2014-07-07T17:00:00Z,17500
2014-07-07T17:30:00Z,19167
2014-07-07T18:00:00Z,21398
2014-07-07T18:30:00Z,22382
2014-07-07T19:00:00Z,22270
2014-07-07T19:30:00Z,20575
2014-07-07T20:00:00Z,18824
2014-07-07T20:30:00Z,17909
2014-07-07T21:00:00Z,19707
2014-07-07T21:30:00Z,19066
2014-07-07T22:00:00Z,17755
2014-07-07T22:30:00Z,16583
2014-07-07T23:00:00Z,14955
2014-07-07T23:30:00Z,11849
2014-07-08T00:00:00Z,9292
2014-07-08T00:30:00Z,8110
2014-07-08T01:00:00Z,7352
2014-07-08T01:30:00Z,5049
2014-07-08T02:00:00Z,3451
2014-07-08T02:30:00Z,2465
2014-07-08T03:00:00Z,2125
2014-07-08T03:30:00Z,1877
2014-07-08T04:00:00Z,2069
2014-07-08T04:30:00Z,2080
2014-07-08T05:00:00Z,2375
2014-07-08T05:30:00Z,4303
2014-07-08T06:00:00Z,6537
2014-07-08T06:30:00Z,11331
2014-07-08T07:00:00Z,13565
2014-07-08T07:30:00Z,16455
2014-07-08T08:00:00Z,18310
2014-07-08T08:30:00Z,20288
2014-07-08T09:00:00Z,19564
2014-07-08T09:30:00Z,19380
2014-07-08T10:00:00Z,16507
2014-07-08T10:30:00Z,16939
2014-07-08T11:00:00Z,16113
2014-07-08T11:30:00Z,17537
2014-07-08T12:00:00Z,18120
2014-07-08T12:30:00Z,18038
2014-07-08T13:00:00Z,17870
2014-07-08T13:30:00Z,18427
2014-07-08T14:00:00Z,18971
2014-07-08T14:30:00Z,19071
2014-07-08T15:00:00Z,18646
2014-07-08T15:30:00Z,18229
2014-07-08T16:00:00Z,15977
2014-07-08T16:30:00Z,15026
2014-07-08T17:00:00Z,17398
2014-07-08T17:30:00Z,20865
2014-07-08T18:00:00Z,23875
2014-07-08T18:30:00Z,25290
2014-07-08T19:00:00Z,25510
2014-07-08T19:30:00Z,24535
2014-07-08T20:00:00Z,21922
2014-07-08T20:30:00Z,20113
2014-07-08T21:00:00Z,22079
2014-07-08T21:30:00Z,23111
2014-07-08T22:00:00Z,25209
2014-07-08T22:30:00Z,21978
2014-07-08T23:00:00Z,18320
2014-07-08T23:30:00Z,14881
2014-07-09T00:00:00Z,12053
2014-07-09T00:30:00Z,9409
2014-07-09T01:00:00Z,7740
2014-07-09T01:30:00Z,5528
2014-07-09T02:00:00Z,4667
2014-07-09T02:30:00Z,3242
2014-07-09T03:00:00Z,2678
2014-07-09T03:30:00Z,2370
2014-07-09T04:00:00Z,2475
2014-07-09T04:30:00Z,2304
2014-07-09T05:00:00Z,2491
2014-07-09T05:30:00Z,4117
2014-07-09T06:00:00Z,6435
2014-07-09T06:30:00Z,11067
2014-07-09T07:00:00Z,13384
2014-07-09T07:30:00Z,17194
2014-07-09T08:00:00Z,18510
2014-07-09T08:30:00Z,20464
2014-07-09T09:00:00Z,19777
2014-07-09T09:30:00Z,18928
2014-07-09T10:00:00Z,17243
2014-07-09T10:30:00Z,17490
2014-07-09T11:00:00Z,16558
2014-07-09T11:30:00Z,17830
2014-07-09T12:00:00Z,18203
2014-07-09T12:30:00Z,18126
2014-07-09T13:00:00Z,18122
2014-07-09T13:30:00Z,18488
2014-07-09T14:00:00Z,18487
2014-07-09T14:30:00Z,18542
2014-07-09T15:00:00Z,18240
2014-07-09T15:30:00Z,17393
2014-07-09T16:00:00Z,15175
2014-07-09T16:30:00Z,15360
2014-07-09T17:00:00Z,17103
2014-07-09T17:30:00Z,19561
2014-07-09T18:00:00Z,22262
2014-07-09T18:30:00Z,24725
2014-07-09T19:00:00Z,25995
2014-07-09T19:30:00Z,26319
2014-07-09T20:00:00Z,24995
2014-07-09T20:30:00Z,20534
2014-07-09T21:00:00Z,23458
2014-07-09T21:30:00Z,24681
2014-07-09T22:00:00Z,23955
2014-07-09T22:30:00Z,23655
2014-07-09T23:00:00Z,21896
2014-07-09T23:30:00Z,19338
2014-07-10T00:00:00Z,15185
2014-07-10T00:30:00Z,11459
2014-07-10T01:00:00Z,8847
2014-07-10T01:30:00Z,6580
2014-07-10T02:00:00Z,5247
2014-07-10T02:30:00Z,4127
2014-07-10T03:00:00Z,3440
2014-07-10T03:30:00Z,2957
2014-07-10T04:00:00Z,2779
2014-07-10T04:30:00Z,2532
2014-07-10T05:00:00Z,2718
2014-07-10T05:30:00Z,4449
2014-07-10T06:00:00Z,6601
2014-07-10T06:30:00Z,11202
2014-07-10T07:00:00Z,13934
2014-07-10T07:30:00Z,17176
2014-07-10T08:00:00Z,19057
2014-07-10T08:30:00Z,21112
2014-07-10T09:00:00Z,19882
2014-07-10T09:30:00Z,19024
2014-07-10T10:00:00Z,16989
2014-07-10T10:30:00Z,16979
2014-07-10T11:00:00Z,16381
2014-07-10T11:30:00Z,17815
2014-07-10T12:00:00Z,18029
2014-07-10T12:30:00Z,17495
2014-07-10T13:00:00Z,17075
2014-07-10T13:30:00Z,18234
2014-07-10T14:00:00Z,18091
2014-07-10T14:30:00Z,18495
2014-07-10T15:00:00Z,17523
2014-07-10T15:30:00Z,16714
2014-07-10T16:00:00Z,14735
2014-07-10T16:30:00Z,13610
2014-07-10T17:00:00Z,16290
2014-07-10T17:30:00Z,19152
2014-07-10T18:00:00Z,21865
2014-07-10T18:30:00Z,24347
2014-07-10T19:00:00Z,26186
2014-07-10T19:30:00Z,25852
2014-07-10T20:00:00Z,23995
2014-07-10T20:30:00Z,21664
2014-07-10T21:00:00Z,25027
2014-07-10T21:30:00Z,25431
2014-07-10T22:00:00Z,25643
2014-07-10T22:30:00Z,24654
2014-07-10T23:00:00Z,23154
2014-07-10T23:30:00Z,21863
2014-07-11T00:00:00Z,20051
2014-07-11T00:30:00Z,16122
2014-07-11T01:00:00Z,13107
2014-07-11T01:30:00Z,10506
2014-07-11T02:00:00Z,8444
2014-07-11T02:30:00Z,6876
2014-07-11T03:00:00Z,5375
2014-07-11T03:30:00Z,4366
2014-07-11T04:00:00Z,4183
2014-07-11T04:30:00Z,3249
2014-07-11T05:00:00Z,3134
2014-07-11T05:30:00Z,4620
2014-07-11T06:00:00Z,6725
2014-07-11T06:30:00Z,10651
2014-07-11T07:00:00Z,12952
2014-07-11T07:30:00Z,15808
2014-07-11T08:00:00Z,17565
2014-07-11T08:30:00Z,19784
2014-07-11T09:00:00Z,19699
2014-07-11T09:30:00Z,18663
2014-07-11T10:00:00Z,16509
2014-07-11T10:30:00Z,16600
2014-07-11T11:00:00Z,15636
2014-07-11T11:30:00Z,17434
2014-07-11T12:00:00Z,17668
2014-07-11T12:30:00Z,17124
2014-07-11T13:00:00Z,17124
2014-07-11T13:30:00Z,17489
2014-07-11T14:00:00Z,18371
2014-07-11T14:30:00Z,18381
2014-07-11T15:00:00Z,17898
2014-07-11T15:30:00Z,16350
2014-07-11T16:00:00Z,14688
2014-07-11T16:30:00Z,14227
2014-07-11T17:00:00Z,16924
2014-07-11T17:30:00Z,19952
2014-07-11T18:00:00Z,22665
2014-07-11T18:30:00Z,23465
2014-07-11T19:00:00Z,25111
2014-07-11T19:30:00Z,23984
2014-07-11T20:00:00Z,21701
2014-07-11T20:30:00Z,20592
2014-07-11T21:00:00Z,22630
2014-07-11T21:30:00Z,22854
2014-07-11T22:00:00Z,23892
2014-07-11T22:30:00Z,24959
2014-07-11T23:00:00Z,26039
2014-07-11T23:30:00Z,26873
2014-07-12T00:00:00Z,25871
2014-07-12T00:30:00Z,24874
2014-07-12T01:00:00Z,23243
2014-07-12T01:30:00Z,21674
2014-07-12T02:00:00Z,19221
2014-07-12T02:30:00Z,16140
2014-07-12T03:00:00Z,13371
2014-07-12T03:30:00Z,12041
2014-07-12T04:00:00Z,10301
2014-07-12T04:30:00Z,6472
2014-07-12T05:00:00Z,4507
2014-07-12T05:30:00Z,3682
2014-07-12T06:00:00Z,3422
2014-07-12T06:30:00Z,4554
2014-07-12T07:00:00Z,5347
2014-07-12T07:30:00Z,6853
2014-07-12T08:00:00Z,7107
2014-07-12T08:30:00Z,9463
2014-07-12T09:00:00Z,11022
2014-07-12T09:30:00Z,13393
2014-07-12T10:00:00Z,13567
2014-07-12T10:30:00Z,15452
2014-07-12T11:00:00Z,15525
2014-07-12T11:30:00Z,17165
2014-07-12T12:00:00Z,17263
2014-07-12T12:30:00Z,18418
2014-07-12T13:00:00Z,18578
2014-07-12T13:30:00Z,18762
2014-07-12T14:00:00Z,18076
2014-07-12T14:30:00Z,18604
2014-07-12T15:00:00Z,18580
2014-07-12T15:30:00Z,19306
2014-07-12T16:00:00Z,18140
2014-07-12T16:30:00Z,17455
2014-07-12T17:00:00Z,18980
2014-07-12T17:30:00Z,21152
2014-07-12T18:00:00Z,22483
2014-07-12T18:30:00Z,22534
2014-07-12T19:00:00Z,22801
2014-07-12T19:30:00Z,22117
2014-07-12T20:00:00Z,19864
2014-07-12T20:30:00Z,19494
2014-07-12T21:00:00Z,20607
2014-07-12T21:30:00Z,20627
2014-07-12T22:00:00Z,21706
2014-07-12T22:30:00Z,24243
2014-07-12T23:00:00Z,25204
2014-07-12T23:30:00Z,25752
2014-07-13T00:00:00Z,25792
2014-07-13T00:30:00Z,25033
2014-07-13T01:00:00Z,23935
2014-07-13T01:30:00Z,21440
2014-07-13T02:00:00Z,19468
2014-07-13T02:30:00Z,16622
2014-07-13T03:00:00Z,14485
2014-07-13T03:30:00Z,12974
2014-07-13T04:00:00Z,11191
2014-07-13T04:30:00Z,6911
2014-07-13T05:00:00Z,4410
2014-07-13T05:30:00Z,3467
2014-07-13T06:00:00Z,3429
2014-07-13T06:30:00Z,3599
2014-07-13T07:00:00Z,3575
2014-07-13T07:30:00Z,4557
2014-07-13T08:00:00Z,5243
2014-07-13T08:30:00Z,6588
2014-07-13T09:00:00Z,8009
2014-07-13T09:30:00Z,10743
2014-07-13T10:00:00Z,13524
2014-07-13T10:30:00Z,16179
2014-07-13T11:00:00Z,14905
2014-07-13T11:30:00Z,16916
2014-07-13T12:00:00Z,17082
2014-07-13T12:30:00Z,18606
2014-07-13T13:00:00Z,18935
2014-07-13T13:30:00Z,20175
2014-07-13T14:00:00Z,22219
2014-07-13T14:30:00Z,22868
2014-07-13T15:00:00Z,20375
2014-07-13T15:30:00Z,18489
2014-07-13T16:00:00Z,16187
2014-07-13T16:30:00Z,14015
2014-07-13T17:00:00Z,14261
2014-07-13T17:30:00Z,20081
2014-07-13T18:00:00Z,21503
2014-07-13T18:30:00Z,19850
2014-07-13T19:00:00Z,18383
2014-07-13T19:30:00Z,17640
2014-07-13T20:00:00Z,16225
2014-07-13T20:30:00Z,15566
2014-07-13T21:00:00Z,17088
2014-07-13T21:30:00Z,16968
2014-07-13T22:00:00Z,15271
2014-07-13T22:30:00Z,14141
2014-07-13T23:00:00Z,12851
2014-07-13T23:30:00Z,13877
2014-07-14T00:00:00Z,12484
2014-07-14T00:30:00Z,9037
2014-07-14T01:00:00Z,7393
2014-07-14T01:30:00Z,5176
2014-07-14T02:00:00Z,3479
2014-07-14T02:30:00Z,2755
2014-07-14T03:00:00Z,2027
2014-07-14T03:30:00Z,1769
2014-07-14T04:00:00Z,2091
2014-07-14T04:30:00Z,2553
2014-07-14T05:00:00Z,2853
2014-07-14T05:30:00Z,4835
2014-07-14T06:00:00Z,6603
2014-07-14T06:30:00Z,11230
2014-07-14T07:00:00Z,13395
2014-07-14T07:30:00Z,15650
2014-07-14T08:00:00Z,17601
2014-07-14T08:30:00Z,18818
2014-07-14T09:00:00Z,18515
2014-07-14T09:30:00Z,16972
2014-07-14T10:00:00Z,15316
2014-07-14T10:30:00Z,16003
2014-07-14T11:00:00Z,14818
2014-07-14T11:30:00Z,15610
2014-07-14T12:00:00Z,16536
2014-07-14T12:30:00Z,16153
2014-07-14T13:00:00Z,15548
2014-07-14T13:30:00Z,16500
2014-07-14T14:00:00Z,16726
2014-07-14T14:30:00Z,16838
2014-07-14T15:00:00Z,16550
2014-07-14T15:30:00Z,16621
2014-07-14T16:00:00Z,15657
2014-07-14T16:30:00Z,15334
2014-07-14T17:00:00Z,17584
2014-07-14T17:30:00Z,20903
2014-07-14T18:00:00Z,21968
2014-07-14T18:30:00Z,26945
2014-07-14T19:00:00Z,24416
2014-07-14T19:30:00Z,22401
2014-07-14T20:00:00Z,23549
2014-07-14T20:30:00Z,21498
2014-07-14T21:00:00Z,23114
2014-07-14T21:30:00Z,23341
2014-07-14T22:00:00Z,22141
2014-07-14T22:30:00Z,19110
2014-07-14T23:00:00Z,16682
2014-07-14T23:30:00Z,12631
2014-07-15T00:00:00Z,10089
2014-07-15T00:30:00Z,8553
2014-07-15T01:00:00Z,6416
2014-07-15T01:30:00Z,4694
2014-07-15T02:00:00Z,3933
2014-07-15T02:30:00Z,2833
2014-07-15T03:00:00Z,2089
2014-07-15T03:30:00Z,1896
2014-07-15T04:00:00Z,2055
2014-07-15T04:30:00Z,2031
2014-07-15T05:00:00Z,2449
2014-07-15T05:30:00Z,4360
2014-07-15T06:00:00Z,7036
2014-07-15T06:30:00Z,11730
2014-07-15T07:00:00Z,14387
2014-07-15T07:30:00Z,17505
2014-07-15T08:00:00Z,19091
2014-07-15T08:30:00Z,21057
2014-07-15T09:00:00Z,20050
2014-07-15T09:30:00Z,18637
2014-07-15T10:00:00Z,17555
2014-07-15T10:30:00Z,17595
2014-07-15T11:00:00Z,16312
2014-07-15T11:30:00Z,18232
2014-07-15T12:00:00Z,18446
2014-07-15T12:30:00Z,18204
2014-07-15T13:00:00Z,17607
2014-07-15T13:30:00Z,18945
2014-07-15T14:00:00Z,22208
2014-07-15T14:30:00Z,21574
2014-07-15T15:00:00Z,17299
2014-07-15T15:30:00Z,15515
2014-07-15T16:00:00Z,13246
2014-07-15T16:30:00Z,12328
2014-07-15T17:00:00Z,15342
2014-07-15T17:30:00Z,18730
2014-07-15T18:00:00Z,23412
2014-07-15T18:30:00Z,26340
2014-07-15T19:00:00Z,27167
2014-07-15T19:30:00Z,26279
2014-07-15T20:00:00Z,23392
2014-07-15T20:30:00Z,21571
2014-07-15T21:00:00Z,23477
2014-07-15T21:30:00Z,22612
2014-07-15T22:00:00Z,21389
2014-07-15T22:30:00Z,19575
2014-07-15T23:00:00Z,18165
2014-07-15T23:30:00Z,14923
2014-07-16T00:00:00Z,11815
2014-07-16T00:30:00Z,9024
2014-07-16T01:00:00Z,7363
2014-07-16T01:30:00Z,5812
2014-07-16T02:00:00Z,4559
2014-07-16T02:30:00Z,3673
2014-07-16T03:00:00Z,2830
2014-07-16T03:30:00Z,2374
2014-07-16T04:00:00Z,2556
2014-07-16T04:30:00Z,2456
2014-07-16T05:00:00Z,2486
2014-07-16T05:30:00Z,4451
2014-07-16T06:00:00Z,6723
2014-07-16T06:30:00Z,12501
2014-07-16T07:00:00Z,14763
2014-07-16T07:30:00Z,18127
2014-07-16T08:00:00Z,20393
2014-07-16T08:30:00Z,20753
2014-07-16T09:00:00Z,20124
2014-07-16T09:30:00Z,19253
2014-07-16T10:00:00Z,17981
2014-07-16T10:30:00Z,17720
2014-07-16T11:00:00Z,16525
2014-07-16T11:30:00Z,18153
2014-07-16T12:00:00Z,18558
2014-07-16T12:30:00Z,17652
2014-07-16T13:00:00Z,17292
2014-07-16T13:30:00Z,17551
2014-07-16T14:00:00Z,17951
2014-07-16T14:30:00Z,17909
2014-07-16T15:00:00Z,17442
2014-07-16T15:30:00Z,16533
2014-07-16T16:00:00Z,14776
2014-07-16T16:30:00Z,13462
2014-07-16T17:00:00Z,16363
2014-07-16T17:30:00Z,19310
2014-07-16T18:00:00Z,22346
2014-07-16T18:30:00Z,24408
2014-07-16T19:00:00Z,26225
2014-07-16T19:30:00Z,25423
2014-07-16T20:00:00Z,23811
2014-07-16T20:30:00Z,22028
2014-07-16T21:00:00Z,24290
2014-07-16T21:30:00Z,24835
2014-07-16T22:00:00Z,24269
2014-07-16T22:30:00Z,23526
2014-07-16T23:00:00Z,21968
2014-07-16T23:30:00Z,20137
2014-07-17T00:00:00Z,16928
2014-07-17T00:30:00Z,12753
2014-07-17T01:00:00Z,10087
2014-07-17T01:30:00Z,7881
2014-07-17T02:00:00Z,6006
2014-07-17T02:30:00Z,4382
2014-07-17T03:00:00Z,3676
2014-07-17T03:30:00Z,3214
